what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1328143589289
started,bundle,org.eclipse.wb.discovery.core,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.core",1328143589289
started,bundle,org.eclipse.wb.discovery.ui,1.0.0.r37x201106081733,"org.eclipse.wb.discovery.ui",1328143589290
started,bundle,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.appengine.eclipse.core",1328143589290
started,bundle,com.google.gdt.eclipse.appengine.rpc,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.appengine.rpc",1328143589291
started,bundle,com.google.gdt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.core",1328143589291
started,bundle,com.google.gdt.eclipse.designer,2.5.0.r37x201112291029,"com.google.gdt.eclipse.designer",1328143589292
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.5.0.r37x201112291029,"com.google.gdt.eclipse.designer.UiBinder",1328143589293
started,bundle,com.google.gdt.eclipse.login,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.login",1328143589293
started,bundle,com.google.gdt.eclipse.managedapis,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.managedapis",1328143589294
started,bundle,com.google.gdt.eclipse.platform.e37,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.platform.e37",1328143589294
started,bundle,com.google.gdt.eclipse.platform.shared,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.platform.shared",1328143589295
started,bundle,com.google.gdt.eclipse.suite.ext,2.5.1.v201201120043-rel-r37,"com.google.gdt.eclipse.suite.ext",1328143589295
started,bundle,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core",1328143589296
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1328143589296
started,bundle,org.eclipse.wb.core,1.2.0.r37x201112290923,"org.eclipse.wb.core",1328143589297
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201112290923,"org.eclipse.wb.core.lib",1328143589298
os,sysinfo,,,"win32",1328143589300
arch,sysinfo,,,"x86_64",1328143589300
ws,sysinfo,,,"win32",1328143589300
locale,sysinfo,,,"en_US",1328143589300
processors,sysinfo,,,"4",1328143589300
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1328143589301
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1328143589301
java.specification.name,sysinfo,,,"Java Platform API Specification",1328143589301
java.specification.vendor,sysinfo,,,"Oracle Corporation",1328143589301
java.specification.version,sysinfo,,,"1.7",1328143589301
java.vendor,sysinfo,,,"Oracle Corporation",1328143589301
java.version,sysinfo,,,"1.7.0_01",1328143589301
java.vm.info,sysinfo,,,"mixed mode",1328143589301
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1328143589301
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1328143589301
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1328143589301
java.vm.specification.version,sysinfo,,,"1.7",1328143589301
java.vm.vendor,sysinfo,,,"Oracle Corporation",1328143589301
java.vm.version,sysinfo,,,"21.1-b02",1328143589301
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1328143589303
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143593936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143601274
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328143601457
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328143601562
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1328143601564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143619439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143620953
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328143621144
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328143621249
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1328143621249
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328143652844
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328143652845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143655769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143922511
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328143946202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143961234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328143967295
