what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328517795288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328517795477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328517795649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328517795773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1328517795933
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517796995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517798984
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328517799105
closed,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1328517799105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517800267
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1328517802399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517802453
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1328517802567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517822194
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517827050
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328517878792
closed,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1328517878792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517880176
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1328517903732
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517922413
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328517922583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517928510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517946641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517946659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517947585
executed,command,com.google.appengine.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.appengine.eclipse.core.deployToGoogle",1328517948248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328517948251
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1328517948588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328518059592
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328518120467
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328518191400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328518197397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328518251937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328518252039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1328518254509
activated,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328518259910
closed,editor,com.google.gwt.eclipse.core,2.5.1.v201201120043-rel-r37,"com.google.gwt.eclipse.core.editors.gwtJavaEditor",1328518259910
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1328518261134
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328518267247
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1328518267361
